,city,district,address,object_type,land_type,constructed_date,management,building_type,living_room,bed_room,toilet,compartment,balcony,land,building,parking,parking_type,price_sqm,price_parking,price_total,building_area,land_area,parking_area,latitude,longitude
385,臺北市,北投區,三合街二段４２８號九樓,房地(土地+建物)+車位,住,1998-07-14,True,住宅大樓(11層含以上有電梯),2,3,2,True,True,1,1,1,坡道平面,134771,0,17000000,72.55,24.94,0.0,25.12673,121.50246
386,臺北市,北投區,三合街一段79巷26號9樓,房地(土地+建物)+車位,住,2016-07-12,True,華廈(10層含以下有電梯),2,2,2,True,True,1,1,1,坡道平面,146695,0,22550000,73.80000000000001,23.48,44.25,25.1256,121.50536
387,臺北市,士林區,德行西路７號七樓,房地(土地+建物)+車位,工,2019-01-04,False,辦公商業大樓,0,0,0,False,True,1,1,2,坡道平面,223820,6400000,201900000,539.64,102.24,83.48,25.10635,121.52439
390,臺北市,士林區,基河路２１號九樓,房地(土地+建物)+車位,商,2015-11-04,True,住宅大樓(11層含以上有電梯),0,0,0,False,True,1,1,3,坡道平面,206779,4500000,75880000,231.10999999999999,57.34,96.54,25.08722,121.52469
391,臺北市,北投區,復興三路５８號五樓之2,房地(土地+建物)+車位,住,2017-12-05,True,華廈(10層含以下有電梯),2,2,1,True,True,1,1,1,坡道平面,186554,2600000,18000000,55.96,40.28,25.53,25.14475,121.50336
394,臺北市,大安區,大安路二段１３２巷２４號五樓,房地(土地+建物)+車位,住,1985-07-05,False,華廈(10層含以下有電梯),2,4,2,True,True,1,1,1,坡道平面,257331,0,48000000,166.08,36.24,20.15,25.0299,121.5445
400,臺北市,中正區,臨沂街５９號２樓,房地(土地+建物)+車位,住,2010-09-01,True,華廈(10層含以下有電梯),2,4,2,True,True,1,1,2,坡道平面,302634,6500000,76000000,153.03,50.35,92.94,25.03745,121.52921
402,臺北市,中山區,敬業一路１８２號５樓,房地(土地+建物)+車位,商,2008-03-28,True,辦公商業大樓,2,3,2,True,True,1,1,1,坡道平面,281674,2500000,39050000,107.37,28.26,31.9,25.0838,121.55377
403,臺北市,中山區,明水路４８６號３樓,房地(土地+建物)+車位,住,2003-04-24,True,住宅大樓(11層含以上有電梯),2,4,5,True,True,2,1,2,坡道平面,553537,7000000,235550000,292.51,158.44,84.53,25.07802,121.55248
404,臺北市,中山區,敬業三路１６２巷１０３號９樓,房地(土地+建物)+車位,住,2000-06-28,True,華廈(10層含以下有電梯),2,2,2,True,True,1,1,1,坡道平面,154796,0,24060000,85.69,47.09,0.0,25.07867,121.55923
406,臺北市,中山區,新生北路一段４７巷２７號２樓之１,房地(土地+建物)+車位,商,2008-05-23,True,套房(1房1廳1衛),0,1,1,True,True,1,1,2,升降機械,184734,1200000,12260000,34.32,12.98,31.36,25.04801,121.53081
411,臺北市,信義區,忠孝東路五段３６３號９樓之５,房地(土地+建物)+車位,商,2005-05-31,True,辦公商業大樓,2,3,2,True,True,3,1,1,坡道平面,367563,3000000,19000000,25.34,5.63,40.9,25.04105,121.5745
415,臺北市,南港區,興南街５８號３樓之１,房地(土地+建物)+車位,住,2010-11-05,True,華廈(10層含以下有電梯),2,4,2,True,True,1,1,1,坡道平面,168155,2500000,38800000,130.91,39.86,0.0,25.05669,121.60327
417,臺北市,士林區,士商路７號１２樓,房地(土地+建物)+車位,住,2000-03-28,True,住宅大樓(11層含以上有電梯),2,4,2,True,True,1,1,2,坡道平面,186241,5000000,42800000,97.39,49.82,0.0,25.09002,121.52085
418,臺北市,北投區,中和街20巷2號十二樓之7,房地(土地+建物)+車位,其他,2006-06-26,True,住宅大樓(11層含以上有電梯),2,2,1,True,True,3,1,1,升降機械,123183,0,10680000,42.75,9.51,0.0,25.13777,121.50336
431,臺北市,文山區,辛亥路四段77巷92弄3號七樓,房地(土地+建物)+車位,住,2003-09-22,True,住宅大樓(11層含以上有電梯),3,5,2,True,True,3,1,2,坡道平面,147277,3400000,31200000,145.09,131.31,72.52,25.009,121.56042
440,臺北市,士林區,福林路１００巷６２號六樓,房地(土地+建物)+車位,住,2009-03-16,True,華廈(10層含以下有電梯),2,4,2,True,True,1,1,1,坡道平面,173177,0,36768888,141.09,82.14,33.14,25.09427,121.533
445,臺北市,北投區,文林北路132號7樓,房地(土地+建物)+車位,住,2017-02-20,True,住宅大樓(11層含以上有電梯),2,3,2,True,True,1,1,1,坡道平面,211996,0,41000000,111.02000000000001,13.42,15.01,25.10971,121.51266
453,臺北市,松山區,三民路29巷7號十二樓之1,房地(土地+建物)+車位,住,2004-11-11,True,住宅大樓(11層含以上有電梯),2,3,2,True,True,2,1,1,坡道平面,160614,0,29500000,116.08999999999999,39.12,0.0,25.05457,121.56263
459,臺北市,信義區,松信路５０巷８號五樓,房地(土地+建物)+車位,住,2013-12-06,True,住宅大樓(11層含以上有電梯),0,0,0,False,True,1,1,3,坡道平面,264125,4500000,69900000,173.14,54.4,128.19,25.03885,121.57655
468,臺北市,信義區,吳興街６００巷７６弄９號二樓,房地(土地+建物)+車位,住,2017-09-07,True,華廈(10層含以下有電梯),2,3,2,True,True,4,1,1,坡道平面,207637,2550000,33600000,98.63,26.15,41.16,25.01847,121.57067
471,臺北市,信義區,吳興街６００巷４２號七樓,房地(土地+建物)+車位,住,1993-12-01,False,住宅大樓(11層含以上有電梯),2,3,2,True,True,1,2,1,坡道平面,40351,0,12000000,225.04999999999998,51.76,31.52,25.02046,121.56948
473,臺北市,南港區,研究院路一段51號2樓,房地(土地+建物)+車位,商,2010-03-25,True,華廈(10層含以下有電梯),2,3,2,True,True,1,1,1,升降機械,155187,0,27780000,98.74999999999999,35.63,41.26,25.05324,121.61644
475,臺北市,信義區,忠孝東路五段２３６巷７０號十一樓,房地(土地+建物)+車位,住,2011-01-12,True,住宅大樓(11層含以上有電梯),2,4,5,True,True,1,1,2,坡道平面,635267,10000000,410218000,414.95,154.29,89.66,25.03674,121.57125
477,臺北市,內湖區,內湖路二段３３８之１號十二樓,房地(土地+建物)+車位,住,2014-10-23,True,住宅大樓(11層含以上有電梯),2,3,2,True,True,1,1,1,坡道平面,175250,0,31000000,94.56,26.59,41.5,25.08168,121.58931
479,臺北市,內湖區,民權東路六段１８０巷４２弄５號３樓,房地(土地+建物)+車位,商,2018-07-18,True,住宅大樓(11層含以上有電梯),2,3,2,True,True,1,1,1,坡道平面,211061,2400000,34380000,99.03,15.01,41.04,25.0652,121.59139
480,臺北市,內湖區,成功路五段４５０巷１０號六樓,房地(土地+建物)+車位,住,1999-10-22,True,住宅大樓(11層含以上有電梯),2,3,2,True,True,1,1,1,坡道平面,184953,0,31000000,97.83,27.33,0.0,25.07469,121.6074
482,臺北市,內湖區,民權東路六段１８０巷４２弄１５號１０樓之６,房地(土地+建物)+車位,商,2018-07-18,True,住宅大樓(11層含以上有電梯),1,1,1,True,True,1,1,1,坡道平面,199957,2950000,21750000,62.419999999999995,9.54,41.04,25.06831,121.59291
483,臺北市,內湖區,新明路４９８巷14弄9號三樓,房地(土地+建物)+車位,住,2011-11-23,True,華廈(10層含以下有電梯),1,2,1,True,True,1,1,1,其他,141795,0,14880000,54.22,17.1,24.12,25.05392,121.57728
486,臺北市,內湖區,安泰街125巷15號、17號,房地(土地+建物)+車位,住,1996-07-15,True,華廈(10層含以下有電梯),2,3,3,True,True,1,1,1,升降機械,144530,0,20000000,103.11999999999999,38.18,0.0,25.07715,121.61699
488,臺北市,中山區,松江路139號12樓,房地(土地+建物)+車位,商,1994-10-14,True,辦公商業大樓,1,3,0,True,True,2,1,2,坡道平面,194926,0,75750000,367.49,34.17,0.0,25.05508,121.53329
494,臺北市,內湖區,康寧路三段35號11樓之1,房地(土地+建物)+車位,住,2007-11-21,True,住宅大樓(11層含以上有電梯),2,4,2,True,True,1,1,1,坡道平面,189030,0,38600000,118.49000000000001,41.01,39.47,25.07267,121.60763
495,臺北市,中山區,松江路221巷15號5樓,房地(土地+建物)+車位,住,1984-10-17,True,華廈(10層含以下有電梯),2,4,2,True,True,1,1,1,坡道平面,189092,0,43200000,200.96,38.49,0.0,25.0584,121.53508
498,臺北市,大同區,歸綏街５８號六樓之３,房地(土地+建物)+車位,住,2018-08-22,True,華廈(10層含以下有電梯),0,2,1,True,True,1,1,1,坡道機械,226894,2200000,18820000,46.82,15.1,31.5,25.05906,121.51711
507,臺北市,中正區,徐州路10號3樓,房地(土地+建物)+車位,住,2013-01-25,True,華廈(10層含以下有電梯),2,1,2,True,True,1,1,2,塔式車位,259072,0,32200000,64.17999999999999,21.29,20.08,25.0407,121.52284
511,臺北市,文山區,萬芳路107巷7號三樓,房地(土地+建物)+車位,住,2008-06-23,True,住宅大樓(11層含以上有電梯),2,2,1,True,True,3,1,1,坡道平面,144575,0,19000000,63.76,24.94,40.27,24.99664,121.56256
514,臺北市,中正區,南昌路二段１３號三樓,房地(土地+建物)+車位,商,2013-03-15,True,住宅大樓(11層含以上有電梯),2,3,2,True,True,2,1,1,坡道平面,222450,0,50000000,129.91,19.99,33.17,25.02827,121.51956
517,臺北市,中正區,和平西路一段19號十樓,房地(土地+建物)+車位,商,2019-04-25,True,住宅大樓(11層含以上有電梯),1,2,1,True,True,2,1,1,坡道機械,316471,2300000,28200000,52.230000000000004,8.24,13.93,25.02702,121.52113
522,臺北市,中正區,和平西路一段17號十四樓之2,房地(土地+建物)+車位,商,2019-04-25,True,住宅大樓(11層含以上有電梯),1,2,1,True,True,2,1,1,坡道機械,291845,2100000,22500000,44.519999999999996,7.01,13.93,25.02702,121.52117
523,臺北市,文山區,興隆路一段53號八樓之2,房地(土地+建物)+車位,其他,1997-07-04,True,華廈(10層含以下有電梯),1,2,1,True,True,1,1,1,升降平面,144245,0,15000000,50.34,15.18,13.01,25.00406,121.54094
525,臺北市,文山區,指南路三段54號五樓之1,房地(土地+建物)+車位,住,2007-10-01,True,華廈(10層含以下有電梯),2,2,2,True,True,1,1,2,坡道平面,82959,0,19000000,99.59,33.23,79.16,24.98188,121.58057
526,臺北市,文山區,忠順街一段20號9樓之3,房地(土地+建物)+車位,住,2019-02-18,True,住宅大樓(11層含以上有電梯),2,3,2,True,True,1,1,1,坡道平面,206055,2200000,27110000,84.62,20.67,46.7,24.98393,121.55893
527,臺北市,文山區,忠順街一段18號10樓,房地(土地+建物)+車位,住,2019-02-18,True,住宅大樓(11層含以上有電梯),3,4,2,True,True,1,1,2,坡道平面,198006,4400000,49880000,155.58999999999997,38.03,93.4,24.98392,121.55887
528,臺北市,文山區,忠順街一段16號5樓,房地(土地+建物)+車位,住,2019-02-18,True,住宅大樓(11層含以上有電梯),2,4,3,True,True,1,1,2,坡道平面,191563,4500000,48500000,155.58999999999997,38.03,93.4,24.98386,121.55841
537,臺北市,大同區,民生西路199號4樓,房地(土地+建物)+車位,商,2010-04-01,True,套房(1房1廳1衛),1,1,1,True,True,1,1,1,塔式車位,174419,0,12450000,36.15,5.58,0.0,25.05726,121.51658
540,臺北市,文山區,辛亥路六段２１巷３２號十樓,房地(土地+建物)+車位,住,1999-08-09,True,住宅大樓(11層含以上有電梯),2,4,2,True,True,8,1,1,坡道平面,117258,0,25500000,123.57,82.14,35.09,24.99032,121.55436
543,臺北市,大同區,承德路一段105號五樓,房地(土地+建物)+車位,商,1989-12-27,True,住宅大樓(11層含以上有電梯),0,0,0,False,True,1,1,1,升降機械,179034,0,90500000,416.86,43.61,0.0,25.05284,121.51781
547,臺北市,內湖區,康寧路三段７０巷２之１號九樓,房地(土地+建物)+車位,住,2005-08-11,True,住宅大樓(11層含以上有電梯),2,4,2,True,True,1,1,1,坡道平面,84468,0,8000000,51.31999999999999,16.86,6.49,25.06981,121.61117
550,臺北市,中山區,中山北路二段１１８號六樓之１,房地(土地+建物)+車位,商,2019-02-27,True,住宅大樓(11層含以上有電梯),1,2,1,True,True,2,1,1,升降機械,316211,2400000,24500000,44.11,7.21,17.62,25.06101,121.52273
554,臺北市,內湖區,行愛路141巷18號4樓,房地(土地+建物)+車位,其他,2011-02-23,True,廠辦,0,0,0,False,True,1,1,3,坡道平面,107457,0,78000000,303.55,151.75,147.0,25.0647,121.58058
555,臺北市,內湖區,文湖街42號11樓,房地(土地+建物)+車位,工,2016-06-08,True,其他,0,0,0,False,True,1,1,4,坡道平面,221320,8400000,68380000,190.96,68.43,152.26,25.08635,121.56433
558,臺北市,南港區,園區街13號4樓,房地(土地+建物)+車位,住,2009-12-17,True,華廈(10層含以下有電梯),2,4,2,True,True,1,1,1,升降平面,196098,0,40200000,119.08,41.36,27.85,25.05881,121.61112
567,臺北市,信義區,松德路１０１號九樓,房地(土地+建物)+車位,住,1994-10-21,True,住宅大樓(11層含以上有電梯),2,4,2,True,True,3,1,1,坡道平面,225989,0,44800000,167.79999999999998,16.26,0.0,25.03792,121.57584
571,臺北市,北投區,三合街一段１１７巷５６號三樓,房地(土地+建物)+車位,住,2018-05-02,True,華廈(10層含以下有電梯),2,3,2,True,True,1,1,1,坡道平面,229023,3100000,48000000,132.18,41.92,41.05,25.12569,121.50438
572,臺北市,士林區,天母北路62號5樓,房地(土地+建物)+車位,住,1997-08-08,True,住宅大樓(11層含以上有電梯),1,2,1,True,True,1,1,1,坡道平面,144206,0,16500000,56.970000000000006,16.09,0.0,25.12198,121.52614
579,臺北市,大安區,師大路105巷18號8樓之8,房地(土地+建物)+車位,住,2007-11-27,True,華廈(10層含以下有電梯),1,1,1,True,True,1,1,1,塔式車位,359559,0,20200000,36.64,9.29,3.74,25.02242,121.52922
589,臺北市,內湖區,民權東路六段１８０巷１５６號２樓,房地(土地+建物)+車位,住,2011-02-21,True,住宅大樓(11層含以上有電梯),2,2,2,True,True,1,1,1,坡道平面,150173,2500000,22500000,85.85,24.83,39.58,25.06529,121.59178
591,臺北市,中山區,建國北路二段９之２號５樓之９,房地(土地+建物)+車位,住,2006-07-13,True,辦公商業大樓,2,1,1,True,True,2,1,1,坡道平面,232636,2500000,16400000,41.08,7.9,51.93,25.05281,121.53723
600,臺北市,北投區,文林北路１２之１號２樓,房地(土地+建物)+車位,住,2013-10-21,True,住宅大樓(11層含以上有電梯),2,3,2,True,True,2,1,1,坡道平面,166095,0,30000000,109.21,41.59,0.0,25.10437,121.51931
601,臺北市,信義區,吳興街２６０巷１９弄２號８樓,房地(土地+建物)+車位,住,2000-10-27,True,華廈(10層含以下有電梯),2,3,2,True,True,1,1,1,坡道平面,201706,0,30500000,104.38,35.8,0.0,25.02609,121.56336
603,臺北市,南港區,園區街２６號１１樓之２,房地(土地+建物)+車位,住,2011-04-12,True,住宅大樓(11層含以上有電梯),2,3,2,True,True,1,1,1,坡道平面,229697,2500000,32000000,92.35,26.01,42.93,25.05917,121.6127
604,臺北市,信義區,忠孝東路五段７１巷１２弄１０號７樓,房地(土地+建物)+車位,住,2009-08-10,True,華廈(10層含以下有電梯),1,2,1,True,True,1,1,1,升降機械,260372,1600000,23880000,55.690000000000005,19.65,26.16,25.04194,121.56671
605,臺北市,信義區,松勇路５３巷６６號９樓,房地(土地+建物)+車位,住,2006-03-15,True,住宅大樓(11層含以上有電梯),2,3,2,True,True,1,1,1,坡道平面,378118,4000000,88880000,149.49,74.54,52.2,25.03403,121.57286
606,臺北市,信義區,信義路五段１２７號１６樓之８,房地(土地+建物)+車位,其他,2006-12-29,True,套房(1房1廳1衛),1,1,1,True,True,1,1,1,坡道機械,261107,1600000,15000000,33.980000000000004,8.86,16.34,25.03617,121.57776
607,臺北市,松山區,八德路四段７８３號２樓之１,房地(土地+建物)+車位,商,2007-07-24,True,住宅大樓(11層含以上有電梯),2,3,2,True,True,1,1,1,坡道機械,215445,1200000,25750000,81.91,11.24,22.5,25.05124,121.57835
609,臺北市,南港區,南港路二段１１８巷８弄４號３樓,房地(土地+建物)+車位,住,1991-03-13,False,公寓(5樓含以下無電梯),2,3,2,True,True,8,1,2,坡道平面,132782,0,20880000,125.97,47.08,0.0,25.05388,121.60149
614,臺北市,大安區,通化街１８８號８樓之１,房地(土地+建物)+車位,住,2005-11-04,True,華廈(10層含以下有電梯),2,3,2,True,True,1,1,2,塔式車位,257469,3200000,37500000,86.34,27.89,33.1,25.02636,121.55302
616,臺北市,中山區,林森北路３４９號９樓,房地(土地+建物)+車位,商,2013-11-01,True,住宅大樓(11層含以上有電梯),2,3,2,True,True,1,1,1,坡道平面,233571,3000000,51800000,142.84,17.61,26.66,25.05685,121.52562
617,臺北市,內湖區,內湖路三段２４０號１２樓,房地(土地+建物)+車位,住,2013-07-31,True,住宅大樓(11層含以上有電梯),2,3,2,True,True,1,1,2,坡道平面,169013,5000000,38500000,164.31,43.37,76.26,25.06605,121.61079
618,臺北市,內湖區,星雲街１３１號２樓之２,房地(土地+建物)+車位,住,2004-12-22,True,住宅大樓(11層含以上有電梯),2,3,2,True,True,1,1,1,坡道平面,231619,2500000,32680000,88.72999999999999,19.55,26.12,25.08096,121.59582
629,臺北市,北投區,稻香路31號7樓之1,房地(土地+建物)+車位,住,2018-12-25,True,華廈(10層含以下有電梯),2,3,2,True,True,1,1,1,坡道平面,111768,0,20600000,97.22,38.72,47.62,25.13917,121.49004
630,臺北市,大安區,基隆路二段２７３號五樓之２,房地(土地+建物)+車位,住,1995-08-24,True,套房(1房1廳1衛),1,1,1,True,True,2,1,1,升降機械,173633,0,14000000,42.8,16.88,19.35,25.02191,121.55001
631,臺北市,北投區,三合街一段117巷38弄16號六樓,房地(土地+建物)+車位,住,2018-06-14,True,華廈(10層含以下有電梯),2,3,2,True,True,1,1,1,坡道平面,204040,2600000,37450000,114.92,35.18,39.56,25.12722,121.50416
633,臺北市,士林區,基河路１５號六樓,房地(土地+建物)+車位,商,2015-11-04,True,住宅大樓(11層含以上有電梯),0,0,0,False,True,1,1,2,坡道平面,210416,3000000,75000000,229.16,56.88,64.36,25.0872,121.52474
